activity_id,smiles,pAff
1465102,CC(COC(=O)c1ccc2ccccc2c1)CC1=C(O)C(=O)c2ccccc2C1=O,5.75
18665249,COC(=O)c1cccc2nc(SCCCCCC(=O)Nc3c(C(C)C)cccc3C(C)C)oc12,7.5
5248395,CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NCCN(C)C)c(Cl)c1,6.54
7591560,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,6.58
25527791,O=C(Nc1cccc(OP(=O)(O)O)c1)c1ccc(NCc2cc3ccccc3o2)c(CC2CCCCC2)c1,4.67
19011060,O=C([O-])[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@H](OCCNS(=O)(=O)[O-])O[C@@H]2COS(=O)(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],4.38
22900177,Cc1ccc(S(=O)(=O)n2cc(-c3ccc(C(F)(F)F)cc3)c3ccc(CO[C@H](C(=O)O)[C@H](N)C(=O)O)cc32)cc1.O=C(O)C(F)(F)F,6.51
15645950,Nc1ccccc1NC(=O)c1ccc(CCNC(=O)/C=C/c2c[nH]c3ccccc23)cc1,5.3
14583948,C=CC(=O)N1C/C(=C\c2ccccc2C)C(=O)C2(C1)C(c1ccccc1C)C(c1ccccc1)NC21C(=O)Nc2ccccc21,4.99
15094872,CC1(C)C(=O)CC[C@]2(C)[C@@H]1C[C@@H](O)[C@]13C(=O)C(CNc4ccc(S(=O)(=O)c5ccccc5)cc4)[C@H](CC[C@@H]21)[C@H]3O,4.82
18220589,COc1cccc(/C=N/N=C2/c3cc(Cl)ccc3-n3c2nc2ccccc2c3=O)c1O,4.45
1500041,CCCN(CCC)[C@@H]1CCn2ccc(C)c2C1,5.84
10910420,O=C(c1cncc(Br)c1)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(OCc2ccccc2)cc1,5.12
2130913,Cl.Cl.O=[N+]([O-])c1cccc(-c2cncc(C3CC4CCC3N4)c2)c1,9.77
1794964,CN(C)c1ccc(Nc2nc(N3C[C@H](N)C[C@H](N)C3)nc(N3C[C@H](N)C[C@H](N)C3)n2)cc1,4.96
19159920,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)CN3CCN(CCCN5CCNCC5)CC3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,5.9
17622884,CN1OC2(N=C1N)c1cc(Cl)ccc1CC21CCc2ccccc2CC1,7.21
16350385,CCc1ccc([C@@H]2O[C@H](COC(=O)OC(C)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,6.25
24391021,CC(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(N)=O)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C4CCCCC4)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(F)(F)F)NC(=O)[C@H](Cc4c[nH]c5ccc(Br)cc45)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC2=O,7.52
13317272,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,7.72
25513700,CC(=O)OC[C@H]1O[C@@H]([Se]c2ccc(S(N)(=O)=O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,8.18
18437069,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,4.43
18033461,O=S(=O)(c1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1)N1CCNCC1,8.44
2281136,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.89
986561,CC(C)CN(C(CCSCc1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.05
1655986,CN1CCC(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1,4.82
1443396,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,6.57
25755212,CCC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C,5.55
22444496,CN1CCC[C@H]1[C@@H]1COc2ccc(N)cc2O1,5.58
15741090,COC(=O)c1ccc2cc(-c3ccc(O)c(O)c3)ccc2c1,4.84
831810,CCCCN1C(=O)C2(CCCC2)C(=O)N1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,6.4
1720341,COc1cc(/C=C/Cc2cc(O)c3ccoc3c2)cc(OC)c1OC,4.56
17793423,COc1ccc(S(=O)(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)c2sc3ccccc3c2C)cn1,7.77
17695562,COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2F)nc1,5.52
16357350,CCC(=O)Nc1cc(NC(C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)c2ccccc2)ccc1Cl,6.43
7740136,CNCCC=C1c2ccccc2CCc2ccccc21,7.7
25535234,c1ccc(-n2c(Sc3ncnc4c3sc3ncccc34)nnc2-c2ccncc2)cc1,5.5
16631278,Cc1cc(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)nc(NCCO)n1,6.89
9548924,NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1,5.6
16339953,CCC(=O)c1cnc(N2CCn3c(nc4cc(CO)c(S(C)(=O)=O)cc43)[C@H]2C(C)C)nc1C(F)(F)F,6.87
17614981,Cc1nc(-c2c(F)cc(Cl)cc2-c2ccc3c(c2)SCC3NC(=O)C2(NC(=O)C(F)(F)F)CC2)no1,8.64
2921944,CNc1ncc2cc(-c3c(C)ccc4c(Nc5ccc6c(c5)NC(=O)C6(C)C)nccc34)ccc2n1,7.68
5882606,c1ccc(CCNc2nc(-c3ccccn3)nc3ccccc23)cc1,5.92
2474936,Oc1cc(C2=NCCN2)ccc1-c1cc2ccc(C3=NCCN3)cc2o1,7.96
3356091,COc1ccc(C(=O)/C=C/c2c[nH]c3ccccc23)cc1,4.32
14593604,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,8.77
22912856,Cc1cc(NC(=O)Nc2cc([C@H]3C[C@H]3C(=O)O)ccc2N(CC(C)C)C2CCCCC2)on1,9.3
24844486,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,9.0
18433678,CC(=O)Nc1ccc(S(=O)(=O)N2C/C(=C\c3cccc([N+](=O)[O-])c3)C(=O)/C(=C/c3cccc([N+](=O)[O-])c3)C2)cc1,5.15
23179381,Cc1ccc(NC(=O)Nc2oc3ccccc3c2C)cc1S(N)(=O)=O,5.2
23257862,O=C(O)c1cc(NS(=O)(=O)c2ccc(-c3ccc(F)c(Cl)c3)c3ccccc23)ccc1F,5.2
13247769,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12,6.2
2507970,Cl.N[C@@H](CC(=O)N1CCCNCC1)Cc1cc(F)c(F)cc1F,5.84
25657112,Nc1nc(N)c2c(ccc3c2ccn3Cc2nc3ccc(C(=O)O)cc3s2)n1,6.05
23195699,COc1ccc2[nH]cc(CCNC(=O)c3ccccc3Nc3cccc(Cl)c3C)c2c1,4.66
14530497,CCC[C@@H](C)CN1CCC(c2cccc(O)c2)(c2ncc(C(=O)N(CC)CC)cn2)CC1,6.85
19309549,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(C(=O)COCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)n1,5.65
25582372,C/C(O)=C(\C#N)C(=O)Nc1cc(O[C@@H](C)C(F)(F)F)c(C(=O)c2ccccc2F)cc1F,6.02
17804547,O=C(c1cccc(F)c1-c1cccnn1)N1C2CCC1C(Nc1cnc(C(F)(F)F)cn1)C2,6.76
17991640,COc1ccccc1N1CCN(CCCN2C(=O)COc3ccccc32)CC1,6.56
23165153,CCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)Cc6snnc6C(C)(C)C5CC[C@]43C)[C@@H]2C1,6.3
18863170,Nc1nc2[nH]c(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,6.35
2213729,COc1cc(CC(C)N)c(OC)cc1I,7.72
17705603,CC1Cc2cc(F)ccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)n1C,7.26
2507110,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1cnc2ccccc2n1,4.98
18704476,CC(=O)OCC1=C(C)C[C@H]([C@@H](C)[C@H]2[C@@H](OC(C)=O)C[C@H]3[C@@H]4C[C@H](I)[C@]5(O)[C@@H](OC(C)=O)C=CC(=O)[C@]5(C)[C@H]4CC[C@]23C)OC1=O,6.33
15776433,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCNc2ccc(CC3Cc4ccccc4C3)cc21,9.8
1963332,COCCOCc1c2c(c(C[C@@H](C)N)c3c1OCC3)OCC2,9.06
17603866,N=C(N)c1ccc(CNC(=O)CNC(=O)[C@@H](CO)NS(=O)(=O)Cc2ccc(Cl)c(Cl)c2)cc1,6.96
1926665,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,8.87
3493575,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,7.3
256571,O=c1ccc(-n2ccnc2)nn1CCCCCCCN1CCN(c2ccccc2Cl)CC1,8.31
2544824,O=C([O-])C(F)(F)F.Oc1cc2c(cc1O)[C@H]1Cc3cc(O)c(O)cc3[N@+]13CCc1cc(O)c(O)cc1[C@@H]3C2,4.89
9519934,c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,6.5
1707047,Nc1c(-c2nc3ccccc3[nH]2)c(O)nc2sccc12,6.16
18267800,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc(C)cc2)cc1,6.36
2106363,Clc1ccccc1C1OOC2(CCCCC2)OO1,4.85
25616137,O=C(CCC(=O)N(c1ccc(Cl)cc1)C(C(=O)c1ccc(Cl)cc1)c1ccc(F)cc1Cl)NCCN1CCOCC1,5.11
635347,C[C@]12CC[C@](O)(CC3CCCCC3)CC1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,7.06
22971852,C/C(=N\NC(N)=S)c1nnn(-c2ccc(F)cc2)c1C,7.16
16318462,C/C=C/CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,7.89
19156824,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)NC(=O)CCCCCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(N)=O,6.51
10853120,CCC(=O)N1c2ccc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2CC1C,5.73
19119822,COC(C)(C)CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](OC(=O)c4cc(F)ccc4Br)C(C)(C)[C@@H]3CC[C@]12C,4.81
17793824,CCn1cc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNCC3)n2)cn1,9.09
1257773,CNC(=O)[C@@H]1Cc2ccc(cc2)OCCC[C@H](C(=O)O)[C@@H](CC(C)C)C(=O)N1,6.05
1519983,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1,8.52
2098670,Cc1ncoc1-c1nnc(SCCCN2CCc3ccc4oc(C(C)(F)F)nc4c3CC2)n1C,5.6
7988444,CC1(C)CNC(=O)c2sc(Nc3ccc(I)cc3F)c(C(N)=O)c2C1,8.05
25003458,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]12C,5.75
18861804,O=C(NNC(=O)c1ccc(CNS(=O)(=O)c2ccc(F)c(Cl)c2)cc1)c1ccccc1,4.3
16790501,C=C(CC)C(=O)c1ccc(OCC(=O)NCCc2ccc(OC)cc2)c(Cl)c1Cl,5.89
18302204,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1ccc(F)c(F)c1,4.55
1418233,O=C(Nc1nccs1)c1ccccn1,5.3
3006297,Cc1cc(-c2cccs2)c2c(N)c(C(N)=O)sc2n1,5.7
3100935,CC(C)[C@@H]1CC[C@@H]2[C@@H](O)[C@H]3[C@](C)(CC[C@]21C)[C@@H](Br)CC[C@@]3(C)O,4.02
677441,CC[C@]12CCCN3C[C@@H](Br)[C@]4(C(=Nc5ccc(Br)cc54)[C@@](Cl)(C(=O)OC)C1)[C@@H]32,5.46
19093523,COc1cc(C(=O)c2c[nH]c(-c3ccc4cc[nH]c4c3)n2)cc(OC)c1OC,8.1
1148814,CCN(CC)C(=O)CN1C(=O)C(NC(=O)Nc2ccc(Cl)cc2)N=C(c2ccccc2)c2ccccc21,9.22
16779849,Cc1c(Nc2c(CO)nc3c(N)cc(N4CCOC(CO)C4)nn23)cccc1C(F)(F)F,4.87
1457476,C=C1C[C@@H]2CC[C@@]34C[C@@H]5O[C@@H]6C(O[C@H]7CC[C@H](CC(=O)C[C@@H]8[C@@H](OC)[C@@H](C[C@H](O)COC(=O)Nc9ccc(OC)cc9)O[C@H]8C[C@H]8O[C@@H](CC[C@@H]1O2)C[C@@H](C)C8=C)O[C@@H]7[C@@H]6O3)[C@H]5O4,9.07
25485985,c1ccc2c(c1)Nc1ccccc1S2,8.37
1508902,CCN(CC)C(=O)c1c(C)c(N2CCN(C)CC2)nc2ccccc12,9.43
17692838,Nc1cnc(-c2ccc(-c3ccccc3S(=O)(=O)N[C@@H](CO)[C@@H](O)c3ccccc3)cc2F)cn1,9.0
524829,N=C(N)c1ccc2oc(C(=O)NCCCCCC(=O)O)cc2c1,5.64
593461,Fc1ccc2[nH]c3c4c5ccccc5nc-4c[nH]c3c2c1,8.22
19161380,Clc1cccc(CC2(COc3cccnc3)CCCNC2)c1Cl,8.22
24983594,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,4.71
631045,CSC[C@H](NC(=O)[C@H](Cc1ccccc1)OC(=O)N1CCC(N)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CCSc1nnc(C)s1,5.0
1654093,CN(C(=O)[C@@H]1Cc2cccc(NS(C)(=O)=O)c2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,5.92
2401401,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(Cl)cc2)cc1,7.24
129501,CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1,8.09
18781927,CC1(C)CCc2cccc(CN3CCC4(CC3)CN(c3ccc(C(=O)O)cc3)C(=O)O4)c2O1,8.08
2611978,COc1ccc(C(=O)Nc2nc(-c3c(C)cc(C)cc3C)cs2)c(OC)c1,4.87
18375330,O=C(CCCCCCC(=O)Nc1ccccc1)NO,5.36
2100961,C=C(CN1CCN(c2ccccc2)CC1)c1ccccc1,5.85
17743252,COC(=O)CCCCS(C)(=O)=NC(=O)c1cnc(N)c(C#Cc2cccc(NC(=O)c3ccc(OC)c(OC)c3)c2)c1,7.82
13837981,CCOP(=O)(CC(O)Cn1cc(Cn2cnc3cc(C)c(C)cc32)nn1)OCC,4.11
1233883,C/N=N\N(C)C(C)=O,4.26
25689530,CC(C)(C)[C@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)ccc2s1)C(=O)N1CCC[C@H]1C(=O)N1CCCc2ccccc21,5.21
18715606,CC(=O)N1CCN(c2ccc(CO[C@H]3CO[C@@](Cn4ccnc4)(c4ccccc4Cl)OC3)cc2)CC1,5.0
2896231,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(N4CCOCC4)cc3)nc21,6.33
13906372,CC1=CC[C@H]2[C@H](CC[C@]2(C)O)C(C)(C)[C@@H]1CC[C@H]1[C@]2(C)CC[C@H](OC(=O)c3ccccc3Cl)C(C)(C)O[C@H]2CC[C@@]1(C)O,4.92
284939,N=C(N)c1cccc(Oc2ccccc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,4.75
25033614,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)nc1)nn2C1CCCN(C(=O)CCl)C1,6.4
15215341,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)Cc1ccnc(F)c1,6.1
1977226,CC#CCNc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(=O)NO)cc1,7.52
1791590,O=C(NC1CCN(Cc2ccc3cc(F)ccc3c2)CC1)c1ccccc1,6.9
16392114,CC(C)(C)OC(=O)N1C[C@@H](Oc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NS(=O)(=O)c1ccccc1,5.5
1208129,O=C(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cccnc1,8.31
1469356,CCCC[C@H](NC(=O)OCC1(COc2ccnc(N3CCN(c4ccccc4)CC3)n2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1,7.51
19218781,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OC,5.3
2916515,Nc1nc2c(cnn2CCCc2ccccc2)c2nc(-c3ccco3)nn12,8.92
2044810,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(CN(Cc2cccnc2)C(C)=O)cc1,7.23
5512367,Cc1csc(N/N=C/c2ccc(O)c([N+](=O)[O-])c2)n1,5.07
15109089,CN(C)Cc1ccc2nc(NC(=O)N/N=C/c3ccccc3O)sc2c1,5.29
23157680,NCc1ccc(-c2ncc(NCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1,6.54
1721551,CCCn1c(=O)c2nc(-c3cc(C)nn3CC)[nH]c2n(CCC)c1=O,5.68
23249425,O=C(CCCCCCC(=O)Nc1ccccc1)NO,5.91
500062,COc1cc2nccc(O)c2cc1-c1cnco1,6.52
16824548,COc1cc(OC)cc(/C(C#N)=C/c2ccccc2Br)c1,5.07
18415975,O=C(NO)c1cccc(OCc2ccccc2)c1,4.22
3357827,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,5.51
778178,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,6.3
856522,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4cc(C#N)ccc4c3=O)C[C@@H]21,9.83
3423751,COc1ccccc1N1CCN(CCNC(=O)c2ccc3ccccc3c2)CC1,6.05
17627063,Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCC(F)CC3)nc12,8.7
17991057,C=CC(=O)Nc1cc(Cl)cc(Cl)c1Nc1ncc(OCc2c(Cl)c(OC)cc(OC)c2Cl)cn1,6.06
814840,COCCCN(CC(=O)N[C@@H](CC(=O)O)c1ccccc1)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,7.66
1000568,CCCCCC(=O)N/N=C1\CC2(CCN(C)CC2)OC1C,4.6
23269855,COc1ccc(CC[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](C3CCCCC3)c3cc(OC)c(OC)c(c3)OCCC(=O)CCOc3cccc2c3)cc1OC,7.42
13381804,c1csc(-c2nnc(CCCc3c[nH]c4ccccc34)o2)c1,4.35
15116992,Cc1nn(C)c(C)c1N(C(F)F)S(=O)(=O)c1c(Cl)cc(CCCCC2CCN(C)CC2)cc1Cl,8.3
1271061,CC(C)c1cccc(C(C)C)c1NC(=O)NCC1(c2ccccc2[N+](=O)[O-])CCCC1,7.57
5109649,O=C(CCCCCC(=O)Nc1cccc2cccnc12)NS,5.34
3101496,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,4.96
18495546,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CSC[C@@H](C(N)=O)N(C)C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O,7.64
16604060,c1nnc2nnc(N3CCCC3)nn12,5.37
16294136,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)[C@H]2C[C@@H](CC#N)C2)C1,5.57
22770745,NC1CCN(c2nccc3[nH]c(-c4cccc(OC(F)(F)F)c4)nc23)CC1,5.92
672539,CC1C(=O)c2nc(CCN3N=C(c4ccccc4)CCC3=O)[nH]c2N(C)C1=O,5.21
17760171,CC(C)(COc1cnc(-c2ccc(-c3ncc(C(F)(F)F)[nH]3)nc2)cn1)C(=O)O,7.64
25697746,Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)cc1C#N,7.48
3401066,Cc1ccccc1-n1c(/C=C/c2cccnc2)nc2ccc(I)cc2c1=O,4.08
7695459,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.11
18811499,CC(C)CCc1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,5.47
25545792,CCN(CC)CCC(NCC(C)Nc1ccnc2cc(Cl)ccc12)c1ccc(OC)cc1,5.62
23239458,COc1ccc(NS(=O)(=O)c2ccc(-n3ncc4c3CC(c3ccccc3)CC4=O)cc2)cc1,4.4
19173536,N#CN1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(Cl)cc4)cc3)c(C(N)=O)c2N)C1,5.09
14592796,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(Cc2cccc(C(=O)O)n2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,7.62
15045000,COc1cc2c(cc1NS(=O)(=O)c1cccc(Cl)c1Cl)[nH]c(=O)n2C(CO)CO,5.8
3773740,COc1ccc2nc(O)c(-c3noc(-c4ccc(F)cc4)n3)cc2c1,5.66
3525144,CCNC(=O)c1ccc2c(c1)NC(=O)/C2=C\Nc1ccc(N(C)C(=O)CN(C)C)cc1,5.53
6380929,FC(F)(F)c1ccccc1OC1CCN(c2ncnc3[nH]cnc23)CC1,8.0
16781947,Nc1ncnc2c1c(-c1cc(F)c3c(c1)NCCO3)nn2C1Cc2ccccc2C1,7.46
24875330,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,7.6
18950764,COc1ccc2c(=O)n(CCc3ccccc3)c(=O)n(Cc3ccc(C(=O)NO)cc3)c2c1,7.29
12650980,C1=CCC(c2cc3ccccc3o2)CNC1,6.62
22754470,Cc1nc2c(=O)n(C3CC3)c3c(Cl)c(N4CC[C@@H]([C@H](C)N)C4)c(F)cc3c2o1,4.52
340451,COc1ccc(-c2cnc(-c3ccc(S(=O)(=O)NC(C(=O)NO)C(C)C)cc3)s2)cc1,6.05
19225820,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c2c2c1OCCO2,5.54
24970815,COc1cc2c(cc1OC)CC(=O)N(C)C=C2,5.0
12692107,CC(C)=CCCC1(C)C=Cc2c(O)c(C(=O)/C=C/c3cc(C=O)ccc3O)cc(CC=C(C)C)c2O1,6.44
18270410,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,5.24
274806,CCCCCCCCCCCCCCCCCC(=O)c1c(C)c(CC(=O)O)n(C)c1Cc1ccccc1,4.92
138081,CCN1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,8.92
16374296,c1cc(-c2nc(NC[C@H]3CCCCN3)c3c4c(sc3n2)CCCC4)ccn1,6.0
2306393,CC(/C=C/c1ccccc1)=C\C(=O)NCCCCCC(=O)NO,8.46
9586268,O=C(O)c1ccccc1Nc1nc(Nc2cccc(O)c2)ncc1F,8.3
12555519,CCCc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,7.64
13860666,Fc1ccc(-c2c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)c3)noc2C2CC2)cc1,6.25
2363945,FC(F)(F)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,6.82
1121226,Cc1onc(OCC(=O)O)c1CC(N)C(=O)O,4.05
25648586,CN1c2ccccc2[C@@H](N)C12CCN(c1cnc3c(N4CCCc5ncccc54)n[nH]c3n1)CC2,7.89
25046106,COc1ccc(C(=O)n2nc(-c3ccncc3)nc2N)cc1,5.75
15638056,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2OCC(=O)O)cc1,4.36
8045693,CNC(=O)c1ccc(Cc2c(C)nn(-c3ccc(C#N)c(Cl)c3)c2C)cc1,7.57
2637333,COc1ccc(N[C@@H]2N(OC)c3ccccc3[C@@]23CN=C(SC)S3)cc1,4.09
