rec_id,lig_code,smiles,BM_scaffold,BM_scaffold_canon,scaffold_index,cluster_label
6qyc_2.pdb_6qyc_2_HEC_R.pdb,HEC,C\C=C1/C(=C2C=C3N4C(=Cc5n6c(C=C7N8C(=C(C)\C7=C/C)C=C1N2[Fe@@]468)c(C)c5CCC(O)=O)C(=C3C)CCC(O)=O)C,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe@]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,36,45.0
6qyc_2.pdb_6qyc_2_HEC_S.pdb,HEC,C\C=C1/C(=C2C=C3N4C(=Cc5n6c(C=C7N8C(=C(C)\C7=C/C)C=C1N2[Fe@@]468)c(C)c5CCC(O)=O)C(=C3C)CCC(O)=O)C,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe@]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,36,103.0
6qyc_2.pdb_6qyc_2_HEC_X.pdb,HEC,C\C=C1/C(=C2C=C3N4C(=Cc5n6c(C=C7N8C(=C(C)\C7=C/C)C=C1N2[Fe@@]468)c(C)c5CCC(O)=O)C(=C3C)CCC(O)=O)C,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe@]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,36,75.0
6qyc_2.pdb_6qyc_2_HEC_T.pdb,HEC,C\C=C1/C(=C2C=C3N4C(=Cc5n6c(C=C7N8C(=C(C)\C7=C/C)C=C1N2[Fe@@]468)c(C)c5CCC(O)=O)C(=C3C)CCC(O)=O)C,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe@]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,36,146.0
6ej7_1.pdb_6ej7_1_UDX_D.pdb,UDX,O[C@@H]1CO[C@H](O[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=O)NC3=O)[C@H](O)[C@H]1O,O=c1ccn([C@H]2CC[C@@H](CO[PH](=O)O[PH](=O)O[C@@H]3CCCCO3)O2)c(=O)[nH]1,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)OC3CCCCO3)O2)c(=O)[nH]1,32,13.0
4kdr_1.pdb_4kdr_1_SAH_B.pdb,SAH,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23)C(O)=O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,97.0
4lgd_4.pdb_4lgd_4_ANP_L.pdb,ANP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)N[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,99.0
2byo_1.pdb_2byo_1_HXA_I.pdb,HXA,CC/C=C\C\C=C/C/C=C\C\C=C/C/C=C\C\C=C/CCC(O)=O,,,0,133.0
2byo_1.pdb_2byo_1_LNL_K.pdb,LNL,CC\C=C/C/C=C\C\C=C/CCCCCCCC(O)=O,,,0,24.0
7qpn_1.pdb_7qpn_1_DVF_C.pdb,DVF,CC(C)c1ccccc1c2nc(NCc3ccccn3)c4n(C)ccc4n2,c1ccc(-c2nc(NCc3ccccn3)c3[nH]ccc3n2)cc1,c1ccc(-c2nc(NCc3ccccn3)c3[nH]ccc3n2)cc1,37,9.0
6oms_1.pdb_6oms_1_AMP_C.pdb,AMP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,
4ciu_1.pdb_4ciu_1_ADP_C.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,57.0
4ciu_1.pdb_4ciu_1_ADP_B.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,111.0
6a93_1.pdb_6a93_1_8NU_C.pdb,8NU,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,38,8.0
5cb3_1.pdb_5cb3_1_APR_B.pdb,APR,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]4O[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O,O=[PH](OC[C@@H]1CCCO1)O[PH](=O)OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1,O=[PH](OCC1CCCO1)O[PH](=O)OCC1CCC(n2cnc3cncnc32)O1,39,3.0
3pbl_2.pdb_3pbl_2_ETQ_F.pdb,ETQ,CCN1CCC[C@H]1CNC(=O)c2c(O)c(CC)cc(Cl)c2OC,O=C(NC[C@@H]1CCCN1)c1ccccc1,O=C(NCC1CCCN1)c1ccccc1,40,160.0
3pbl_2.pdb_3pbl_2_GLC_D.pdb,GLC,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C1CCOCC1,C1CCOCC1,17,145.0
8chm_1.pdb_8chm_1_UT6_B.pdb,UT6,Clc1cc(Cl)cc(c1)[S@@](=O)N2[C@@H]3CCC[C@H]2C(=O)N(C[C@@H]3C=C)Cc4ccccn4,O=C1[C@@H]2CCC[C@H](CCN1Cc1ccccn1)N2[S@](=O)c1ccccc1,O=C1C2CCCC(CCN1Cc1ccccn1)N2S(=O)c1ccccc1,41,51.0
5fsx_1.pdb_5fsx_1_ADP_C.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,119.0
3vps_1.pdb_3vps_1_NAD_D.pdb,NAD,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,90.0
3vps_1.pdb_3vps_1_UD1_C.pdb,UD1,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=O)NC3=O,O=c1ccn([C@H]2CC[C@@H](CO[PH](=O)O[PH](=O)O[C@@H]3CCCCO3)O2)c(=O)[nH]1,O=c1ccn(C2CCC(CO[PH](=O)O[PH](=O)OC3CCCCO3)O2)c(=O)[nH]1,32,130.0
4pkw_1.pdb_4pkw_1_GM6_C.pdb,GM6,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,42,122.0
1pq2_1.pdb_1pq2_1_HEM_D.pdb,HEM,CC1=C(CCC(O)=O)C2=Cc3n4[Fe]5|6|N2=C1C=c7n5c(=CC8=N|6C(=Cc4c(C)c3CCC(O)=O)C(=C8C=C)C)c(C)c7C=C,,,0,
8k9y_1.pdb_8k9y_1_A3P_C.pdb,A3P,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,106.0
7m7a_3.pdb_7m7a_3_ADP_I.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,12.0
5j75_1.pdb_5j75_1_6GQ_E.pdb,6GQ,CN(CC(=O)N1CCN(CC1)c2ccccn2)[S](=O)(=O)c3ccc(C)cc3,O=C(CNS(=O)(=O)c1ccccc1)N1CCN(c2ccccn2)CC1,O=C(CNS(=O)(=O)c1ccccc1)N1CCN(c2ccccn2)CC1,43,79.0
7xql_2.pdb_7xql_2_GNP_C.pdb,GNP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)N[P](O)(O)=O)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,21.0
3s79_1.pdb_3s79_1_HEM_B.pdb,HEM,CC1=C(CCC(O)=O)C2=Cc3n4[Fe]5|6|N2=C1C=c7n5c(=CC8=N|6C(=Cc4c(C)c3CCC(O)=O)C(=C8C=C)C)c(C)c7C=C,,,0,70.0
3s79_1.pdb_3s79_1_ASD_C.pdb,ASD,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,O=C1C=C2CC[C@H]3[C@@H]4CCC(=O)C4CC[C@@H]3C2CC1,O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1,44,
1u22_1.pdb_1u22_1_THG_I.pdb,THG,NC1=NC2=C(N[C@@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CN2)C(=O)N1,O=c1[nH]cnc2c1N[C@@H](CNc1ccccc1)CN2,O=c1[nH]cnc2c1NC(CNc1ccccc1)CN2,45,81.0
1ctm_1.pdb_1ctm_1_HEC_B.pdb,HEC,C\C=C1/C(=C2C=C3N4C(=Cc5n6c(C=C7N8C(=C(C)\C7=C/C)C=C1N2[Fe@@]468)c(C)c5CCC(O)=O)C(=C3C)CCC(O)=O)C,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe@]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,C=c1cc2[n]3c1=Cc1ccc4[n]1[Fe]31[n]3c(cc(=C)c3=C2)C=c2ccc([n]21)=C4,36,77.0
5z9j_2.pdb_5z9j_2_HEM_G.pdb,HEM,CC1=C(CCC(O)=O)C2=Cc3n4[Fe]5|6|N2=C1C=c7n5c(=CC8=N|6C(=Cc4c(C)c3CCC(O)=O)C(=C8C=C)C)c(C)c7C=C,,,0,140.0
2c0c_2.pdb_2c0c_2_NAP_D.pdb,NAP,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@@](O)(=O)OC[C@H]3O[C@H]([C@H](O[P](O)(O)=O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,15.0
8eps_3.pdb_8eps_3_WPO_F.pdb,WPO,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)OCC=C)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,109.0
7bwl_1.pdb_7bwl_1_UQ8_B.pdb,UQ8,COC1=C(OC)C(=O)C(=C(C)C1=O)C\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CC\C=C(C)\CCC=C(C)C,O=C1C=CC(=O)C=C1,O=C1C=CC(=O)C=C1,46,132.0
3shf_1.pdb_3shf_1_ADP_B.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,29.0
2idv_1.pdb_2idv_1_M7G_B.pdb,M7G,C[n+]1cn([C@@H]2O[C@H](CO[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]2O)c3N=C(N)NC(=O)c13,O=c1[nH]cnc2c1[nH+]cn2[C@H]1CCCO1,O=c1[nH]cnc2c1[nH+]cn2C1CCCO1,47,89.0
1icq_1.pdb_1icq_1_FMN_C.pdb,FMN,Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO[P](O)(O)=O)c2cc1C,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1,14,47.0
5sup_2.pdb_5sup_2_ADP_M.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,57.0
3lee_3.pdb_3lee_3_B65_K.pdb,B65,O[P](O)(=O)[C@@H](CCCc1cccc(Oc2ccccc2)c1)[S](O)(=O)=O,c1ccc(Oc2ccccc2)cc1,c1ccc(Oc2ccccc2)cc1,48,22.0
2xtz_3.pdb_2xtz_3_GSP_N.pdb,GSP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=S)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,61.0
2fu9_2.pdb_2fu9_2_MP2_P.pdb,MP2,OC(=O)CNC(=O)[C@H](CS)NC(=O)OCc1ccccc1,c1ccccc1,c1ccccc1,49,111.0
1q97_1.pdb_1q97_1_ATP_F.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,116.0
2iry_1.pdb_2iry_1_DGT_D.pdb,DGT,NC1=Nc2n(cnc2C(=O)N1)[C@H]3C[C@H](O)[C@@H](CO[P@](O)(=O)O[P@](O)(=O)O[P](O)(O)=O)O3,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,
4e91_1.pdb_4e91_1_0OF_D.pdb,0OF,CCN1C(=O)[C@@H](C(=O)N(c2ccccc2)c3cc(ccc13)C(F)(F)F)c4cc(O)cc(c4)c5cccnc5,O=C1Nc2ccccc2N(c2ccccc2)C(=O)[C@H]1c1cccc(-c2cccnc2)c1,O=C1Nc2ccccc2N(c2ccccc2)C(=O)C1c1cccc(-c2cccnc2)c1,50,139.0
4e91_1.pdb_4e91_1_0OE_C.pdb,0OE,OC(=O)c1ccc(cc1)c2ccc3n(CCCn4ccnc4)c(nc3c2)c5cn[nH]c5c6cccc(Cl)c6,c1ccc(-c2ccc3c(c2)nc(-c2cn[nH]c2-c2ccccc2)n3CCCn2ccnc2)cc1,c1ccc(-c2ccc3c(c2)nc(-c2cn[nH]c2-c2ccccc2)n3CCCn2ccnc2)cc1,51,135.0
8fbm_2.pdb_8fbm_2_MYA_K.pdb,MYA,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,47.0
8fbm_2.pdb_8fbm_2_XOF_L.pdb,XOF,CCN(c1ccccc1)[S](=O)(=O)c2ccc(Cl)c(c2)C(=O)Nc3ccccc3N4CCCC4=O,O=C(Nc1ccccc1N1CCCC1=O)c1cccc(S(=O)(=O)Nc2ccccc2)c1,O=C(Nc1ccccc1N1CCCC1=O)c1cccc(S(=O)(=O)Nc2ccccc2)c1,52,12.0
3syn_3.pdb_3syn_3_GDP_W.pdb,GDP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,2.0
4bn2_3.pdb_4bn2_3_ADP_H.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,88.0
1hro_1.pdb_1hro_1_HEM_C.pdb,HEM,CC1=C(CCC(O)=O)C2=Cc3n4[Fe]5|6|N2=C1C=c7n5c(=CC8=N|6C(=Cc4c(C)c3CCC(O)=O)C(=C8C=C)C)c(C)c7C=C,,,0,70.0
2pj6_1.pdb_2pj6_1_059_C.pdb,059,CC(C)[C@H](N[S](=O)(=O)CCc1ccccc1)[P@](O)(=O)C[C@H](C(O)=O)c2cccc(CN)c2,O=[PH](CCc1ccccc1)CNS(=O)(=O)CCc1ccccc1,O=[PH](CCc1ccccc1)CNS(=O)(=O)CCc1ccccc1,53,94.0
7y11_1.pdb_7y11_1_D21_C.pdb,D21,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P](O)(O)=O)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,0,49.0
3nyf_1.pdb_3nyf_1_FAD_B.pdb,FAD,Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)n5cnc6c(N)ncnc56)c2cc1C,O=c1nc2n(CCCCCO[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4cnc5cncnc54)O3)c3ccccc3nc-2c(=O)[nH]1,O=c1nc2n(CCCCCO[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)c3ccccc3nc-2c(=O)[nH]1,4,70.0
6c0v_1.pdb_6c0v_1_ATP_B.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,144.0
6c0v_1.pdb_6c0v_1_ATP_C.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,144.0
3wnc_1.pdb_3wnc_1_GDP_B.pdb,GDP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,97.0
3ffa_1.pdb_3ffa_1_GSP_B.pdb,GSP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=S)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,130.0
8j98_1.pdb_8j98_1_9UY_H.pdb,9UY,C[C@@H]1[C@@H](C=C)C(=NC1=O)Cc2[nH]c(Cc3[nH]c(CC4=NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)c(CCC(O)=O)c2C,O=C1C=CC(Cc2ccc(Cc3ccc(CC4=NC(=O)CC4)[nH]3)[nH]2)=N1,O=C1C=CC(Cc2ccc(Cc3ccc(CC4=NC(=O)CC4)[nH]3)[nH]2)=N1,54,153.0
3pfq_1.pdb_3pfq_1_ANP_G.pdb,ANP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)N[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,99.0
3e4e_1.pdb_3e4e_1_HEM_C.pdb,HEM,CC1=C(CCC(O)=O)C2=Cc3n4[Fe]5|6|N2=C1C=c7n5c(=CC8=N|6C(=Cc4c(C)c3CCC(O)=O)C(=C8C=C)C)c(C)c7C=C,,,0,151.0
2cb3_4.pdb_2cb3_4_MLD_I.pdb,MLD,C[C@@H](NC(=O)[C@H](CCC[C@@H](N)C(O)=O)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@@H]2OC[C@@H](O2)[C@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)C(O)=O)C(O)=O,C1CC[C@H](O[C@H]2CC[C@@H]3OC[C@H]2O3)OC1,C1CCC(OC2CCC3OCC2O3)OC1,55,3.0
7kl0_1.pdb_7kl0_1_UZD_E.pdb,UZD,CCCCCCCNC(=O)OC[C@@H]1O[C@H](OC)[C@H](O)[C@@H](O)[C@H]1O,C1CCOCC1,C1CCOCC1,17,93.0
7atu_3.pdb_7atu_3_RXN_G.pdb,RXN,CN1C(=O)[C@H](COc2cc(Cl)ccc12)N3CCc4c(nn(Cc5ccccc5)c4C(N)=O)C3=O,O=C1Nc2ccccc2OC[C@@H]1N1CCc2cn(Cc3ccccc3)nc2C1=O,O=C1Nc2ccccc2OCC1N1CCc2cn(Cc3ccccc3)nc2C1=O,56,68.0
4yhb_2.pdb_4yhb_2_FAD_H.pdb,FAD,Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)n5cnc6c(N)ncnc56)c2cc1C,O=c1nc2n(CCCCCO[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4cnc5cncnc54)O3)c3ccccc3nc-2c(=O)[nH]1,O=c1nc2n(CCCCCO[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)c3ccccc3nc-2c(=O)[nH]1,4,119.0
1z2a_1.pdb_1z2a_1_GDP_C.pdb,GDP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,71.0
8cp2_1.pdb_8cp2_1_NAP_D.pdb,NAP,NC(=O)c1ccc[n+](c1)[C@@H]2O[C@H](CO[P]([O-])(=O)O[P@@](O)(=O)OC[C@H]3O[C@H]([C@H](O[P](O)(O)=O)[C@@H]3O)n4cnc5c(N)ncnc45)[C@@H](O)[C@H]2O,O=[PH](OC[C@@H]1CC[C@H](n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,13,9.0
8cp2_1.pdb_8cp2_1_FAD_C.pdb,FAD,Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)n5cnc6c(N)ncnc56)c2cc1C,O=c1nc2n(CCCCCO[PH](=O)O[PH](=O)OC[C@@H]3CC[C@H](n4cnc5cncnc54)O3)c3ccccc3nc-2c(=O)[nH]1,O=c1nc2n(CCCCCO[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)c3ccccc3nc-2c(=O)[nH]1,4,42.0
3pp0_1.pdb_3pp0_1_03Q_C.pdb,03Q,OCCOCCn1ccc2ncnc(Nc3cnc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cn2)cc1,c1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cn2)cc1,57,44.0
5ziq_1.pdb_5ziq_1_HEM_E.pdb,HEM,CC1=C(CCC(O)=O)C2=Cc3n4[Fe]5|6|N2=C1C=c7n5c(=CC8=N|6C(=Cc4c(C)c3CCC(O)=O)C(=C8C=C)C)c(C)c7C=C,,,0,23.0
4iar_1.pdb_4iar_1_ERM_B.pdb,ERM,CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1,58,159.0
2yxx_1.pdb_2yxx_1_PLP_B.pdb,PLP,Cc1ncc(CO[P](O)(O)=O)c(C=O)c1O,c1ccncc1,c1ccncc1,59,38.0
6gne_1.pdb_6gne_1_ADP_F.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,16.0
1nbb_1.pdb_1nbb_1_HEM_C.pdb,HEM,CC1=C(CCC(O)=O)C2=Cc3n4[Fe]5|6|N2=C1C=c7n5c(=CC8=N|6C(=Cc4c(C)c3CCC(O)=O)C(=C8C=C)C)c(C)c7C=C,,,0,20.0
3r6c_1.pdb_3r6c_1_17N_F.pdb,17N,COc1cccc2c1cc(C(O)=O)c3c(cc4OCOc4c23)C(O)=O,c1ccc2c(c1)ccc1ccc3c(c12)OCO3,c1ccc2c(c1)ccc1ccc3c(c12)OCO3,60,73.0
3r6c_1.pdb_3r6c_1_PRP_C.pdb,PRP,O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO[P](O)(O)=O)O[P@](O)(=O)O[P](O)(O)=O,C1CCOC1,C1CCOC1,61,38.0
