rec_id,lig_code,smiles,BM_scaffold,BM_scaffold_canon,scaffold_index,cluster_label
7ap5_1.pdb_7ap5_1_PEB_EB1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_FB1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,159.0
7ap5_1.pdb_7ap5_1_PEB_BC2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_UK3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_EB2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_FF2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_YJ2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_R3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,159.0
7ap5_1.pdb_7ap5_1_PEB_IA2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_XJ3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_HL2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_GL1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_LI1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_LI3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_FF3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_IA1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_SH1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_JJ3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_HA1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_KJ3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,159.0
7ap5_1.pdb_7ap5_1_PEB_RD1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_QD1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_UK2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_ME2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_JA2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_ZJ3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_JJ1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_TK3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_FG3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_YG3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_RD2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_IA3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_YJ3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_ZJ2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_GF1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_LI2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_RWB_KA3.pdb,RWB,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,0,159.0
7ap5_1.pdb_7ap5_1_PEB_KI1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_BC3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_RWB_KA1.pdb,RWB,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,0,54.0
7ap5_1.pdb_7ap5_1_PEB_AC3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_YJ1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_JA1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_ZG3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_PEB_ZJ1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_TH1.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_JJ2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
7ap5_1.pdb_7ap5_1_PEB_KI2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,42.0
7ap5_1.pdb_7ap5_1_RWB_MI1.pdb,RWB,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,,,0,96.0
7ap5_1.pdb_7ap5_1_PEB_IL2.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,114.0
7ap5_1.pdb_7ap5_1_PEB_SH3.pdb,PEB,CC[C@@H]1[C@@H](C)C(=O)N\C1=C/C2=N\C(=C/c3[nH]c(C[C@H]4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)C(=C2C)CCC(O)=O,O=C1C=C[C@@H](Cc2ccc(/C=C3/C=CC(/C=C4/CCC(=O)N4)=N3)[nH]2)N1,O=C1C=CC(Cc2ccc(C=C3C=CC(C=C4CCC(=O)N4)=N3)[nH]2)N1,663,9.0
8fkz_1.pdb_8fkz_1_GDP_ND.pdb,GDP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,128.0
7p7q_1.pdb_7p7q_1_ATP_BB.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,44.0
7p7q_1.pdb_7p7q_1_ATP_CB.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,123.0
7nhk_1.pdb_7nhk_1_ATP_CB.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,155.0
7nhk_1.pdb_7nhk_1_ATP_BB.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,155.0
6ha8_1.pdb_6ha8_1_ATP_CB.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,131.0
6ha8_1.pdb_6ha8_1_ATP_DB.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,135.0
7p48_1.pdb_7p48_1_ATP_DB.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,13.0
