pocket_cluster,scaffold_index,count
149.0,719,1
149.0,1073,1
149.0,1075,2
149.0,1239,1
149.0,1336,1
149.0,1368,5
149.0,1374,19
149.0,1389,1
149.0,1528,1
149.0,1592,1
149.0,1679,1
149.0,2059,1
149.0,2118,1
149.0,2352,1
149.0,2382,1
149.0,2586,1
149.0,2905,1
150.0,0,49
150.0,1,9
150.0,3,28
150.0,4,3
150.0,6,3
150.0,9,5
150.0,13,11
150.0,15,4
150.0,17,1
150.0,36,2
150.0,46,4
150.0,48,1
150.0,59,10
150.0,61,2
150.0,181,1
150.0,200,2
150.0,210,1
150.0,231,1
150.0,287,1
150.0,316,2
150.0,346,1
150.0,663,3
150.0,718,1
150.0,871,1
150.0,874,1
150.0,888,1
150.0,891,1
150.0,965,1
150.0,1114,2
150.0,1138,1
150.0,1150,3
150.0,1182,6
150.0,1240,1
150.0,1260,8
150.0,1261,153
150.0,1281,6
150.0,1286,2
150.0,1298,2
150.0,1299,2
150.0,1303,2
150.0,1329,6
150.0,1330,12
150.0,1367,1
150.0,1387,5
150.0,1826,6
150.0,2064,1
150.0,2387,1
150.0,2496,4
150.0,2707,3
150.0,2760,1
151.0,0,13
151.0,1,7
151.0,3,100
151.0,4,37
151.0,6,49
151.0,7,2
151.0,9,19
151.0,12,1
151.0,13,48
151.0,14,19
151.0,17,1
151.0,23,2
151.0,24,1
151.0,32,5
151.0,34,3
151.0,36,7
151.0,45,3
151.0,49,1
151.0,59,8
151.0,61,2
151.0,86,1
151.0,105,3
151.0,138,3
151.0,160,2
151.0,165,2
151.0,191,6
151.0,297,1
151.0,369,1
151.0,438,2
151.0,492,4
151.0,617,1
151.0,720,1
151.0,874,1
151.0,912,1
151.0,940,3
151.0,1052,1
151.0,1060,1
151.0,1173,2
151.0,1180,1
151.0,1228,1
151.0,1292,1
151.0,1404,1
151.0,1557,1
151.0,1747,1
151.0,1752,2
151.0,1771,1
151.0,1791,2
151.0,1936,2
151.0,1962,2
151.0,2007,2
151.0,2087,1
151.0,2126,1
151.0,2181,1
151.0,2200,1
151.0,2208,2
151.0,2440,1
151.0,2495,1
151.0,2533,2
151.0,2537,1
151.0,2551,2
151.0,2882,3
152.0,0,12
152.0,1,3
152.0,3,41
152.0,4,22
152.0,6,9
152.0,9,8
152.0,13,26
152.0,14,8
152.0,32,3
152.0,39,1
152.0,49,1
152.0,59,17
152.0,61,3
152.0,105,4
152.0,151,12
152.0,165,1
152.0,181,1
152.0,215,1
152.0,320,1
152.0,539,2
152.0,590,1
152.0,668,1
152.0,683,1
152.0,774,1
152.0,790,4
152.0,899,1
152.0,1075,4
152.0,1086,3
152.0,1188,3
152.0,1223,1
152.0,1240,3
152.0,1245,1
152.0,1354,1
152.0,1514,1
152.0,1525,1
152.0,1652,1
152.0,1962,2
152.0,2057,2
152.0,2415,3
152.0,2485,1
152.0,2682,1
152.0,2723,1
153.0,0,30
153.0,1,2
153.0,3,6
153.0,4,1
153.0,15,2
153.0,17,8
153.0,32,1
153.0,34,1
153.0,36,6
153.0,46,1
153.0,49,8
153.0,54,1
153.0,64,2
153.0,86,1
153.0,166,1
153.0,210,1
153.0,277,1
153.0,287,4
153.0,346,1
153.0,425,1
153.0,663,1
153.0,874,1
153.0,891,1
153.0,1144,2
153.0,1150,2
153.0,1182,11
153.0,1202,4
153.0,1260,2
153.0,1261,177
153.0,1263,2
153.0,1281,7
153.0,1298,2
153.0,1329,1
153.0,1331,2
153.0,1669,1
153.0,1976,1
153.0,2051,1
153.0,2098,1
153.0,2812,2
154.0,0,13
154.0,1,10
154.0,3,39
154.0,4,1
154.0,6,4
154.0,9,6
154.0,13,31
154.0,14,4
154.0,17,2
154.0,22,1
154.0,23,2
154.0,32,2
154.0,42,1
154.0,49,2
154.0,59,10
154.0,64,1
154.0,79,1
154.0,83,1
154.0,105,1
154.0,139,3
154.0,200,1
154.0,231,1
154.0,379,1
154.0,872,1
154.0,1003,1
154.0,1182,2
154.0,1261,5
154.0,1282,4
154.0,1600,1
154.0,1826,1
154.0,1961,1
154.0,2005,1
154.0,2033,1
154.0,2129,1
154.0,2264,1
154.0,2342,1
154.0,2403,2
154.0,2483,1
154.0,2596,4
155.0,0,9
155.0,1,3
155.0,3,82
155.0,6,7
155.0,13,8
155.0,14,1
155.0,15,1
155.0,23,1
155.0,32,3
155.0,36,12
155.0,61,6
155.0,86,5
155.0,151,1
155.0,165,1
155.0,191,1
155.0,289,1
155.0,404,1
155.0,704,1
155.0,1182,2
155.0,1261,11
155.0,1281,2
155.0,1327,10
155.0,1340,1
155.0,1459,1
155.0,1513,2
155.0,1560,1
155.0,1622,1
155.0,2256,1
155.0,2278,1
155.0,2513,1
155.0,2600,1
156.0,0,7
156.0,1,2
156.0,3,41
156.0,4,5
156.0,6,11
156.0,9,1
156.0,13,19
156.0,14,7
156.0,23,1
156.0,34,1
156.0,49,6
156.0,59,5
156.0,61,1
156.0,64,1
156.0,266,2
156.0,277,1
156.0,511,1
156.0,788,1
156.0,992,2
156.0,1261,3
156.0,1281,1
156.0,1387,1
156.0,1773,1
156.0,2592,2
156.0,2646,3
157.0,0,31
157.0,1,3
157.0,3,85
157.0,4,24
157.0,6,36
157.0,9,7
157.0,13,23
157.0,14,9
157.0,17,1
157.0,23,2
157.0,32,3
157.0,36,18
157.0,49,3
157.0,59,7
157.0,61,1
157.0,64,1
157.0,67,2
157.0,105,3
157.0,121,4
157.0,169,1
157.0,183,1
157.0,202,1
157.0,272,1
157.0,291,1
157.0,381,1
157.0,546,1
157.0,713,1
157.0,716,1
157.0,1058,2
157.0,1109,1
157.0,1113,1
157.0,1214,3
157.0,1218,3
157.0,1233,2
157.0,1250,1
157.0,1261,6
157.0,1786,2
157.0,1855,2
157.0,2007,1
157.0,2038,1
157.0,2202,1
157.0,2610,1
158.0,0,41
158.0,1,2
158.0,3,37
158.0,4,1
158.0,6,4
158.0,9,5
158.0,13,10
158.0,14,3
158.0,17,4
158.0,32,3
158.0,36,13
158.0,48,1
158.0,49,7
158.0,59,5
158.0,64,1
158.0,86,1
158.0,90,1
158.0,120,1
158.0,125,4
158.0,206,1
158.0,239,1
158.0,314,1
158.0,341,1
158.0,379,1
158.0,417,3
158.0,476,1
158.0,663,1
158.0,874,4
158.0,891,5
158.0,1068,1
158.0,1110,1
158.0,1180,1
158.0,1182,6
158.0,1217,1
158.0,1260,24
158.0,1261,35
158.0,1281,5
158.0,1298,1
158.0,1308,4
158.0,1329,1
158.0,1330,2
158.0,1352,2
158.0,1371,2
158.0,1385,1
158.0,1657,1
158.0,2127,1
158.0,2354,1
158.0,2425,1
158.0,2594,1
158.0,2604,4
158.0,2648,1
159.0,0,100
159.0,1,6
159.0,3,80
159.0,4,11
159.0,6,12
159.0,7,3
159.0,9,6
159.0,13,33
159.0,14,5
159.0,15,12
159.0,17,11
159.0,23,3
159.0,29,1
159.0,32,1
159.0,36,5
159.0,42,1
159.0,46,1
159.0,47,1
159.0,49,6
159.0,58,2
159.0,59,15
159.0,61,2
159.0,64,9
159.0,67,1
159.0,74,1
159.0,81,1
159.0,104,1
159.0,105,3
159.0,125,2
159.0,133,1
159.0,150,3
159.0,165,1
159.0,167,1
159.0,173,1
159.0,192,1
159.0,195,1
159.0,196,1
159.0,216,2
159.0,224,1
159.0,266,1
159.0,277,1
159.0,299,1
159.0,317,1
159.0,318,3
159.0,319,1
159.0,320,1
159.0,362,1
159.0,368,8
159.0,378,1
159.0,420,1
159.0,428,1
159.0,451,1
159.0,473,1
159.0,493,1
159.0,507,1
159.0,561,1
159.0,592,1
159.0,600,1
159.0,663,10
159.0,665,1
159.0,711,1
159.0,712,1
159.0,752,1
159.0,753,1
159.0,758,1
159.0,763,1
159.0,771,1
159.0,783,1
159.0,860,1
159.0,905,1
159.0,931,1
159.0,945,1
159.0,1033,2
159.0,1133,1
159.0,1183,1
159.0,1203,1
159.0,1261,41
159.0,1263,1
159.0,1273,7
159.0,1281,1
159.0,1300,4
159.0,1307,4
159.0,1322,1
159.0,1471,1
159.0,1538,1
159.0,1541,1
159.0,1545,1
159.0,1553,1
159.0,1611,1
159.0,1639,1
159.0,1644,1
159.0,1645,2
159.0,1656,1
159.0,1663,1
159.0,1680,1
159.0,1721,1
159.0,1753,2
159.0,1755,1
159.0,1780,1
159.0,1789,1
159.0,1795,2
159.0,1825,2
159.0,1838,2
159.0,1878,1
159.0,1938,2
159.0,2005,1
159.0,2044,2
159.0,2095,1
159.0,2101,1
159.0,2104,2
159.0,2124,2
159.0,2189,2
159.0,2250,1
159.0,2266,1
159.0,2392,1
159.0,2448,1
159.0,2462,1
159.0,2531,1
159.0,2538,4
159.0,2593,1
159.0,2621,2
159.0,2625,4
159.0,2632,1
159.0,2722,1
159.0,2738,1
159.0,2751,2
159.0,2766,2
159.0,2770,2
159.0,2787,1
159.0,2930,2
160.0,0,100
160.0,3,7
160.0,4,3
160.0,7,1
160.0,9,2
160.0,13,5
160.0,15,7
160.0,17,11
160.0,36,3
160.0,40,1
160.0,46,2
160.0,59,1
160.0,64,22
160.0,86,1
160.0,121,9
160.0,125,3
160.0,132,1
160.0,146,1
160.0,210,15
160.0,216,1
160.0,277,1
160.0,287,2
160.0,445,1
160.0,485,1
160.0,553,2
160.0,874,4
160.0,924,1
160.0,1136,1
160.0,1176,1
160.0,1182,40
160.0,1183,8
160.0,1260,5
160.0,1261,259
160.0,1262,6
160.0,1269,2
160.0,1281,13
160.0,1286,1
160.0,1329,1
160.0,1330,4
160.0,1387,4
160.0,1395,4
160.0,1396,1
160.0,1705,1
160.0,1779,1
160.0,2055,1
160.0,2104,1
160.0,2134,1
160.0,2203,1
160.0,2252,1
160.0,2318,1
160.0,2548,1
160.0,2659,1
160.0,2702,6
160.0,2816,1
161.0,0,18
161.0,1,6
161.0,3,122
161.0,4,15
161.0,5,2
161.0,6,23
161.0,9,14
161.0,12,1
161.0,13,71
161.0,14,12
161.0,23,1
161.0,32,6
161.0,34,1
161.0,36,12
161.0,39,1
161.0,49,2
161.0,59,3
161.0,61,1
161.0,64,1
161.0,86,2
161.0,105,16
161.0,165,1
161.0,169,1
161.0,191,4
161.0,260,1
161.0,266,2
161.0,272,1
161.0,314,2
161.0,404,1
161.0,530,1
161.0,539,1
161.0,1056,4
161.0,1150,1
161.0,1163,1
161.0,1225,3
161.0,1261,10
161.0,1283,2
161.0,1294,1
161.0,1507,1
161.0,2212,1
161.0,2467,1
161.0,2522,1
161.0,2541,1
161.0,2753,2
161.0,2757,1
161.0,2826,1
162.0,0,18
162.0,1,1
162.0,3,87
162.0,4,2
162.0,6,19
162.0,13,15
162.0,14,3
162.0,17,3
162.0,23,4
162.0,32,8
162.0,36,71
162.0,42,3
162.0,48,1
162.0,49,2
162.0,59,12
162.0,61,2
162.0,64,1
162.0,86,2
162.0,125,1
162.0,138,1
162.0,165,1
162.0,169,1
162.0,191,2
162.0,233,1
162.0,285,1
162.0,287,1
162.0,297,1
162.0,316,4
162.0,710,1
162.0,874,14
162.0,1068,3
162.0,1109,1
162.0,1126,2
162.0,1150,1
162.0,1175,1
162.0,1182,3
162.0,1244,1
162.0,1260,3
162.0,1261,29
162.0,1262,6
162.0,1281,1
162.0,1312,1
162.0,1331,1
162.0,1490,1
162.0,1589,1
162.0,1738,2
162.0,1854,1
162.0,2006,1
162.0,2143,2
162.0,2218,1
162.0,2552,2
162.0,2620,1
162.0,2875,1
