pocket_cluster,scaffold_index,count
29.0,1281,5
29.0,1294,1
29.0,1336,1
29.0,1374,8
29.0,1463,1
29.0,1751,1
29.0,1915,2
29.0,1952,1
29.0,2014,1
29.0,2332,1
29.0,2429,3
29.0,2467,1
29.0,2472,1
29.0,2541,2
29.0,2549,1
29.0,2897,1
29.0,2955,2
30.0,0,16
30.0,1,4
30.0,3,20
30.0,6,4
30.0,7,1
30.0,9,1
30.0,13,6
30.0,14,2
30.0,15,5
30.0,17,2
30.0,32,1
30.0,36,16
30.0,49,1
30.0,59,10
30.0,86,3
30.0,101,6
30.0,159,1
30.0,181,1
30.0,297,1
30.0,344,1
30.0,492,3
30.0,663,3
30.0,805,1
30.0,874,7
30.0,961,1
30.0,1051,1
30.0,1068,2
30.0,1119,1
30.0,1151,1
30.0,1175,1
30.0,1182,1
30.0,1261,118
30.0,1281,17
30.0,1303,2
30.0,1329,1
30.0,1330,5
30.0,1338,6
30.0,1352,2
30.0,1364,1
30.0,1395,1
30.0,1427,2
30.0,1860,2
30.0,2441,1
30.0,2544,1
30.0,2555,1
30.0,2606,4
30.0,2760,1
30.0,2904,1
30.0,2932,1
31.0,0,30
31.0,1,5
31.0,3,51
31.0,4,15
31.0,6,21
31.0,7,1
31.0,9,4
31.0,12,3
31.0,13,31
31.0,14,13
31.0,32,2
31.0,36,15
31.0,42,2
31.0,48,3
31.0,49,1
31.0,59,1
31.0,61,1
31.0,86,1
31.0,100,1
31.0,165,2
31.0,191,2
31.0,272,1
31.0,290,1
31.0,314,1
31.0,404,1
31.0,455,1
31.0,644,1
31.0,739,1
31.0,874,1
31.0,891,4
31.0,965,1
31.0,976,1
31.0,1060,1
31.0,1182,3
31.0,1222,1
31.0,1260,4
31.0,1261,10
31.0,1281,1
31.0,1299,1
31.0,1372,2
31.0,1390,2
31.0,1392,1
31.0,1404,2
31.0,2351,1
31.0,2425,1
31.0,2634,1
31.0,2910,1
32.0,0,35
32.0,1,10
32.0,3,102
32.0,4,12
32.0,6,20
32.0,9,5
32.0,13,24
32.0,14,5
32.0,15,1
32.0,17,1
32.0,25,1
32.0,32,1
32.0,42,3
32.0,46,1
32.0,48,1
32.0,49,2
32.0,59,3
32.0,75,1
32.0,86,1
32.0,96,1
32.0,104,8
32.0,105,2
32.0,121,1
32.0,123,1
32.0,125,4
32.0,165,2
32.0,170,3
32.0,175,1
32.0,266,4
32.0,294,1
32.0,297,3
32.0,303,1
32.0,314,1
32.0,318,1
32.0,404,2
32.0,436,1
32.0,439,2
32.0,483,1
32.0,492,1
32.0,531,1
32.0,574,1
32.0,580,1
32.0,632,1
32.0,680,1
32.0,693,1
32.0,716,1
32.0,790,4
32.0,809,1
32.0,849,1
32.0,851,1
32.0,874,1
32.0,932,1
32.0,989,1
32.0,1026,1
32.0,1054,1
32.0,1109,1
32.0,1150,1
32.0,1159,1
32.0,1160,1
32.0,1173,3
32.0,1182,1
32.0,1189,3
32.0,1306,1
32.0,1361,1
32.0,1446,1
32.0,1573,1
32.0,1655,1
32.0,1701,1
32.0,1733,1
32.0,1918,1
32.0,1919,1
32.0,2043,2
32.0,2045,2
32.0,2084,2
32.0,2108,1
32.0,2120,1
32.0,2227,1
32.0,2265,1
32.0,2330,1
32.0,2500,4
32.0,2507,1
32.0,2575,2
32.0,2719,1
32.0,2779,1
32.0,2786,2
32.0,2801,1
32.0,2810,4
32.0,2837,1
32.0,2920,1
33.0,0,77
33.0,1,2
33.0,3,5
33.0,4,2
33.0,9,1
33.0,13,4
33.0,15,6
33.0,17,10
33.0,23,7
33.0,32,1
33.0,36,5
33.0,46,1
33.0,47,1
33.0,49,2
33.0,59,2
33.0,60,1
33.0,64,3
33.0,85,1
33.0,86,2
33.0,104,1
33.0,157,1
33.0,210,8
33.0,223,2
33.0,266,1
33.0,342,1
33.0,386,1
33.0,415,1
33.0,445,1
33.0,468,1
33.0,611,1
33.0,663,3
33.0,665,1
33.0,674,1
33.0,800,1
33.0,838,1
33.0,874,3
33.0,891,2
33.0,913,1
33.0,969,8
33.0,1115,1
33.0,1143,1
33.0,1174,3
33.0,1182,24
33.0,1184,1
33.0,1203,1
33.0,1217,1
33.0,1219,6
33.0,1260,3
33.0,1261,168
33.0,1262,2
33.0,1268,1
33.0,1281,13
33.0,1286,2
33.0,1298,1
33.0,1329,2
33.0,1330,5
33.0,1387,2
33.0,1395,6
33.0,1675,1
33.0,1676,1
33.0,1739,1
33.0,1869,1
33.0,2098,2
33.0,2167,1
33.0,2335,1
33.0,2390,2
33.0,2505,1
33.0,2578,2
33.0,2911,2
33.0,2950,1
34.0,0,22
34.0,1,14
34.0,3,54
34.0,4,4
34.0,6,8
34.0,9,2
34.0,13,33
34.0,14,6
34.0,17,1
34.0,36,6
34.0,49,4
34.0,64,1
34.0,86,2
34.0,101,1
34.0,105,1
34.0,167,1
34.0,214,1
34.0,266,1
34.0,492,1
34.0,710,1
34.0,874,2
34.0,884,1
34.0,1063,8
34.0,1089,1
34.0,1175,1
34.0,1182,4
34.0,1217,1
34.0,1238,1
34.0,1261,53
34.0,1281,3
34.0,1716,2
34.0,1764,1
34.0,1817,1
34.0,1820,1
34.0,1830,1
34.0,2616,2
34.0,2798,2
34.0,2954,2
35.0,0,26
35.0,1,7
35.0,3,59
35.0,4,3
35.0,6,13
35.0,9,2
35.0,13,27
35.0,14,6
35.0,15,1
35.0,23,4
35.0,30,1
35.0,32,1
35.0,36,1
35.0,48,3
35.0,49,1
35.0,59,7
35.0,86,7
35.0,266,2
35.0,318,1
35.0,710,1
35.0,867,1
35.0,1035,1
35.0,1063,6
35.0,1158,1
35.0,1260,1
35.0,1261,4
35.0,1321,3
35.0,1395,1
35.0,1566,1
35.0,1712,1
35.0,2213,1
35.0,2263,1
35.0,2418,2
35.0,2632,1
36.0,0,20
36.0,1,6
36.0,3,68
36.0,4,22
36.0,5,1
36.0,6,25
36.0,9,9
36.0,13,34
36.0,14,15
36.0,16,1
36.0,32,14
36.0,42,3
36.0,49,2
36.0,59,8
36.0,122,1
36.0,192,1
36.0,197,1
36.0,300,1
36.0,313,1
36.0,439,2
36.0,482,1
36.0,492,1
36.0,495,1
36.0,543,1
36.0,603,1
36.0,612,1
36.0,623,1
36.0,643,1
36.0,699,1
36.0,927,1
36.0,1021,1
36.0,1092,4
36.0,1182,8
36.0,1274,2
36.0,1428,1
36.0,1468,1
36.0,1500,1
36.0,1586,1
36.0,1697,1
36.0,1751,2
36.0,1787,1
36.0,1804,4
36.0,1813,1
36.0,1814,1
36.0,1850,1
36.0,1898,1
36.0,1905,1
36.0,2053,1
36.0,2059,1
36.0,2076,1
36.0,2211,2
36.0,2276,1
36.0,2343,1
36.0,2396,1
36.0,2509,1
36.0,2634,2
37.0,0,38
37.0,1,10
37.0,3,37
37.0,4,5
37.0,6,15
37.0,9,5
37.0,13,29
37.0,14,13
37.0,23,4
37.0,32,10
37.0,36,22
37.0,39,1
37.0,42,2
37.0,45,1
37.0,49,3
37.0,59,5
37.0,61,1
37.0,62,1
37.0,89,1
37.0,155,1
37.0,169,1
37.0,184,1
37.0,239,1
37.0,314,2
37.0,465,1
37.0,507,1
37.0,692,1
37.0,745,1
37.0,929,1
37.0,941,1
37.0,943,1
37.0,1098,2
37.0,1182,2
37.0,1237,4
37.0,1254,2
37.0,1260,2
37.0,1261,6
37.0,1262,4
37.0,1334,1
37.0,1341,12
37.0,1355,4
37.0,1550,1
37.0,1714,1
37.0,1722,1
37.0,1768,1
37.0,1791,1
37.0,1864,1
37.0,1877,1
37.0,1952,4
37.0,2015,2
37.0,2125,2
37.0,2292,2
37.0,2372,1
37.0,2391,3
37.0,2595,2
37.0,2614,1
37.0,2744,2
37.0,2840,1
37.0,2922,2
38.0,0,11
38.0,1,5
38.0,3,64
38.0,4,14
38.0,6,28
38.0,9,14
38.0,13,35
38.0,14,7
38.0,15,2
38.0,17,1
38.0,23,3
38.0,32,4
38.0,34,1
38.0,39,3
38.0,42,2
38.0,49,3
38.0,59,15
38.0,61,3
38.0,101,1
38.0,104,1
38.0,105,18
38.0,152,1
38.0,181,2
38.0,300,1
38.0,320,1
38.0,343,1
38.0,438,2
38.0,539,1
38.0,940,1
38.0,1188,3
38.0,1283,4
38.0,1796,1
38.0,1907,1
38.0,1917,2
38.0,2062,1
38.0,2284,1
38.0,2456,3
38.0,2560,2
38.0,2701,1
38.0,2754,1
38.0,2947,1
39.0,0,13
39.0,1,8
39.0,3,86
39.0,4,5
39.0,6,8
39.0,8,1
39.0,9,3
39.0,13,15
39.0,14,11
39.0,17,4
39.0,23,6
39.0,32,7
39.0,36,3
39.0,49,1
39.0,59,11
39.0,61,1
39.0,64,1
39.0,101,3
39.0,125,1
39.0,183,1
39.0,246,1
39.0,266,1
39.0,469,1
39.0,502,1
39.0,520,1
39.0,533,1
39.0,558,1
39.0,570,2
39.0,671,1
39.0,778,1
39.0,827,2
39.0,1093,1
39.0,1301,1
39.0,1463,1
39.0,1479,1
39.0,1679,1
39.0,1731,1
39.0,1732,1
39.0,1749,1
39.0,1762,1
39.0,1804,1
39.0,1866,3
39.0,1938,8
39.0,1965,1
39.0,2071,2
39.0,2072,2
39.0,2075,2
39.0,2106,1
39.0,2293,1
39.0,2296,2
39.0,2308,1
39.0,2360,1
39.0,2437,3
39.0,2455,1
39.0,2614,1
39.0,2655,1
39.0,2746,2
39.0,2811,1
40.0,0,35
40.0,1,1
40.0,3,165
40.0,4,3
40.0,6,11
40.0,9,6
40.0,13,11
40.0,14,3
40.0,15,7
40.0,17,2
40.0,23,2
40.0,36,12
40.0,39,1
40.0,42,2
40.0,49,2
40.0,59,19
40.0,61,2
40.0,65,2
40.0,86,6
40.0,100,1
40.0,105,3
40.0,157,2
40.0,214,1
40.0,311,1
40.0,341,1
40.0,366,1
40.0,378,2
40.0,405,1
40.0,445,1
40.0,650,1
40.0,874,2
40.0,1066,2
40.0,1129,1
40.0,1141,1
40.0,1168,2
40.0,1182,1
40.0,1239,1
40.0,1241,1
40.0,1261,162
40.0,1262,3
40.0,1263,11
40.0,1272,1
40.0,1276,3
40.0,1281,8
40.0,1309,1
40.0,1310,2
40.0,1329,1
40.0,1330,2
40.0,1380,3
40.0,1382,8
40.0,1672,1
40.0,1710,1
40.0,2524,1
40.0,2913,1
41.0,0,28
41.0,1,1
41.0,3,103
41.0,4,2
41.0,6,6
41.0,7,2
41.0,9,3
41.0,13,5
41.0,14,4
41.0,15,2
41.0,23,5
41.0,32,3
41.0,36,12
41.0,49,2
41.0,59,1
41.0,61,1
41.0,86,9
41.0,90,1
41.0,125,1
41.0,181,1
41.0,318,3
41.0,405,2
41.0,874,7
41.0,1040,1
41.0,1054,3
41.0,1260,2
41.0,1261,90
41.0,1263,1
41.0,1281,3
41.0,1330,19
41.0,1920,2
41.0,2524,1
41.0,2535,1
41.0,2603,1
42.0,0,71
42.0,1,10
42.0,3,70
42.0,4,11
42.0,6,14
42.0,9,11
42.0,13,49
42.0,14,5
42.0,23,3
42.0,32,14
42.0,34,2
42.0,36,36
42.0,37,1
42.0,42,1
42.0,45,3
42.0,48,2
42.0,49,2
42.0,55,1
42.0,59,15
42.0,64,1
42.0,86,1
42.0,90,1
42.0,98,1
42.0,104,1
42.0,105,1
42.0,169,1
42.0,191,2
42.0,266,1
42.0,404,1
42.0,427,2
42.0,448,1
42.0,449,1
42.0,663,22
42.0,720,2
42.0,755,1
42.0,832,1
42.0,861,1
42.0,862,3
42.0,874,3
42.0,965,1
42.0,972,1
42.0,1083,2
42.0,1173,9
42.0,1182,2
42.0,1236,2
42.0,1261,6
42.0,1293,2
42.0,1295,3
42.0,1321,1
42.0,1334,6
42.0,1336,1
42.0,1346,1
42.0,1354,3
42.0,1374,5
42.0,1400,1
42.0,1524,1
42.0,1540,1
42.0,1574,1
42.0,1662,1
42.0,1706,1
42.0,1710,2
42.0,1722,1
42.0,1725,1
42.0,1785,2
42.0,1877,1
42.0,1956,2
42.0,1969,3
42.0,2174,1
42.0,2232,2
42.0,2372,1
42.0,2428,1
42.0,2433,3
42.0,2442,2
42.0,2495,1
42.0,2530,2
42.0,2694,1
42.0,2903,1
42.0,2909,2
43.0,0,79
43.0,1,2
43.0,3,14
43.0,4,4
43.0,5,1
43.0,6,3
43.0,9,1
43.0,13,6
43.0,15,1
43.0,17,8
43.0,36,3
43.0,46,6
43.0,48,2
43.0,49,5
43.0,59,4
43.0,64,3
43.0,79,1
43.0,86,1
43.0,105,1
43.0,181,1
43.0,210,4
43.0,236,2
43.0,287,2
43.0,318,1
43.0,427,1
43.0,755,1
43.0,874,4
43.0,1016,4
43.0,1054,3
43.0,1099,1
43.0,1114,2
43.0,1140,2
43.0,1143,1
43.0,1182,58
43.0,1195,1
43.0,1214,1
43.0,1260,22
43.0,1261,303
43.0,1262,5
43.0,1263,12
43.0,1281,36
43.0,1286,13
43.0,1329,6
43.0,1330,19
43.0,1331,2
43.0,1395,1
43.0,1552,1
43.0,1653,1
43.0,1755,2
43.0,1916,2
43.0,2147,1
43.0,2357,1
43.0,2368,1
43.0,2441,1
43.0,2449,3
43.0,2464,1
43.0,2624,2
43.0,2704,4
44.0,0,14
44.0,1,5
44.0,3,112
44.0,4,15
44.0,6,10
44.0,9,1
44.0,13,13
44.0,14,5
44.0,17,1
44.0,23,1
44.0,36,9
44.0,45,4
44.0,49,1
44.0,57,1
44.0,59,3
44.0,87,1
44.0,92,1
44.0,100,1
44.0,125,1
44.0,169,1
44.0,176,1
44.0,181,2
44.0,203,1
44.0,209,1
44.0,216,4
44.0,274,1
44.0,379,2
44.0,436,1
44.0,439,1
44.0,532,1
44.0,580,1
44.0,648,1
44.0,700,1
44.0,781,1
44.0,789,1
44.0,809,2
44.0,823,1
44.0,827,1
44.0,844,1
44.0,852,1
44.0,991,1
44.0,992,1
44.0,1012,1
44.0,1043,1
44.0,1150,1
44.0,1157,12
44.0,1278,1
44.0,1613,1
44.0,1815,3
44.0,1950,1
44.0,2005,1
44.0,2153,1
44.0,2241,1
44.0,2369,1
44.0,2393,3
44.0,2491,6
44.0,2523,1
44.0,2564,1
44.0,2575,1
44.0,2640,1
44.0,2885,1
44.0,2902,1
44.0,2905,1
44.0,2952,1
45.0,0,28
45.0,3,67
45.0,4,3
45.0,6,11
45.0,13,10
45.0,14,2
45.0,15,11
45.0,36,26
45.0,39,1
45.0,49,2
45.0,55,1
45.0,59,3
45.0,61,1
45.0,86,4
45.0,90,1
45.0,245,1
45.0,295,2
45.0,616,1
45.0,620,1
45.0,663,1
45.0,704,1
45.0,783,1
45.0,874,1
45.0,905,1
45.0,1129,9
45.0,1130,1
45.0,1149,1
45.0,1195,1
45.0,1209,1
45.0,1261,49
45.0,1262,6
45.0,1265,1
45.0,1281,3
45.0,1329,1
45.0,1330,1
45.0,1768,1
45.0,1797,1
45.0,1890,1
45.0,2305,1
45.0,2366,1
45.0,2494,1
45.0,2501,1
45.0,2508,1
45.0,2535,4
45.0,2620,1
45.0,2635,1
45.0,2689,1
45.0,2789,1
46.0,0,34
46.0,1,9
46.0,3,124
46.0,4,6
46.0,6,43
46.0,9,10
46.0,12,1
46.0,13,24
46.0,14,10
46.0,15,1
46.0,17,1
46.0,23,1
46.0,32,1
46.0,34,3
46.0,36,3
46.0,39,1
46.0,49,3
46.0,59,12
46.0,61,3
46.0,64,1
46.0,105,9
46.0,112,1
46.0,121,3
46.0,126,1
46.0,139,1
46.0,148,1
46.0,151,1
46.0,174,1
46.0,176,1
46.0,177,1
46.0,178,1
46.0,187,1
46.0,215,1
46.0,223,3
46.0,237,1
46.0,248,1
46.0,318,1
46.0,350,1
46.0,377,1
46.0,404,4
46.0,417,2
46.0,447,1
46.0,464,1
46.0,517,1
46.0,536,1
46.0,603,1
46.0,663,11
46.0,669,1
46.0,713,1
46.0,765,1
46.0,766,1
46.0,925,2
46.0,965,2
46.0,1043,3
46.0,1046,1
46.0,1066,4
46.0,1081,1
46.0,1090,1
46.0,1111,4
46.0,1115,4
46.0,1133,1
46.0,1173,4
46.0,1182,1
46.0,1200,6
46.0,1213,1
46.0,1258,3
46.0,1261,6
46.0,1278,1
46.0,1281,1
46.0,1300,4
46.0,1564,1
46.0,1579,1
46.0,1604,1
46.0,1606,1
46.0,1663,1
46.0,1789,1
46.0,1792,2
46.0,1811,2
46.0,1868,1
46.0,1873,1
46.0,1883,2
46.0,1892,2
46.0,1899,2
46.0,1907,2
46.0,1914,1
46.0,1946,1
46.0,1973,1
46.0,2058,1
46.0,2119,1
46.0,2229,2
46.0,2245,1
46.0,2247,3
46.0,2258,1
46.0,2271,2
46.0,2277,1
46.0,2302,1
46.0,2309,2
46.0,2326,1
46.0,2481,2
46.0,2482,1
46.0,2540,3
46.0,2550,2
46.0,2661,1
46.0,2686,1
46.0,2740,1
46.0,2766,2
46.0,2767,2
46.0,2795,1
46.0,2805,1
46.0,2865,1
46.0,2925,1
47.0,0,11
47.0,1,6
47.0,3,85
47.0,4,22
47.0,5,1
47.0,6,25
47.0,9,3
47.0,13,11
47.0,14,18
47.0,17,16
47.0,23,1
47.0,32,2
47.0,36,9
47.0,39,4
47.0,48,1
47.0,49,3
47.0,59,1
47.0,61,4
47.0,82,1
47.0,183,1
47.0,191,6
47.0,216,1
47.0,238,1
47.0,283,1
47.0,356,1
47.0,438,1
47.0,560,1
47.0,678,1
47.0,816,1
47.0,820,1
47.0,834,1
47.0,1121,12
47.0,1123,1
47.0,1261,2
47.0,1352,2
47.0,1361,1
47.0,1389,1
47.0,1517,1
47.0,1965,1
47.0,2196,1
47.0,2209,1
47.0,2221,1
47.0,2240,1
47.0,2457,3
47.0,2764,1
47.0,2868,1
47.0,2952,1
48.0,0,15
48.0,1,3
48.0,3,21
48.0,4,3
48.0,6,1
48.0,9,10
48.0,13,18
48.0,14,11
48.0,17,2
48.0,32,4
48.0,36,11
48.0,39,2
48.0,49,5
48.0,59,16
48.0,86,1
48.0,105,5
48.0,123,1
48.0,167,2
48.0,219,1
48.0,290,1
48.0,295,1
48.0,320,1
48.0,341,1
48.0,484,1
48.0,571,1
48.0,617,6
48.0,716,1
48.0,790,2
48.0,827,3
48.0,1172,3
48.0,1190,2
48.0,1369,5
48.0,1381,1
48.0,1679,1
48.0,1719,1
48.0,1767,1
48.0,1776,1
48.0,1786,1
48.0,1938,1
48.0,2485,1
48.0,2729,1
49.0,0,32
49.0,1,9
49.0,3,84
49.0,4,26
49.0,6,14
49.0,9,2
49.0,13,39
49.0,14,16
49.0,17,9
49.0,23,1
49.0,32,5
49.0,34,1
49.0,36,14
49.0,39,3
49.0,45,1
49.0,49,2
49.0,59,30
49.0,61,1
49.0,62,1
49.0,78,1
49.0,86,2
49.0,105,1
49.0,169,2
49.0,181,2
49.0,216,1
49.0,257,1
49.0,331,1
49.0,355,1
49.0,492,1
49.0,507,1
49.0,511,1
49.0,547,1
49.0,577,1
49.0,934,1
49.0,1078,1
49.0,1092,8
49.0,1109,1
49.0,1199,6
49.0,1236,2
49.0,1246,3
49.0,1253,2
49.0,1293,1
49.0,1334,2
49.0,1381,1
49.0,1698,2
49.0,1767,2
49.0,1768,1
49.0,1801,1
49.0,1965,1
49.0,2114,1
49.0,2272,1
49.0,2374,1
49.0,2442,1
49.0,2634,4
49.0,2713,1
49.0,2877,1
49.0,2936,1
50.0,0,19
50.0,1,7
50.0,3,37
50.0,4,7
50.0,6,4
50.0,9,2
50.0,13,12
50.0,14,15
50.0,17,8
50.0,23,6
50.0,30,2
50.0,34,1
50.0,36,14
50.0,49,1
50.0,61,3
50.0,105,2
50.0,191,1
50.0,200,2
50.0,210,1
50.0,231,1
50.0,266,1
50.0,299,1
50.0,300,6
50.0,341,1
50.0,383,2
50.0,392,1
50.0,394,1
50.0,457,1
50.0,497,1
50.0,508,1
50.0,651,1
50.0,790,1
50.0,882,1
50.0,898,1
50.0,1118,1
50.0,1128,1
50.0,1151,2
50.0,1182,9
50.0,1195,1
50.0,1196,1
50.0,1261,18
50.0,1266,1
50.0,1281,4
50.0,1306,1
50.0,1351,2
50.0,1401,1
50.0,1440,1
50.0,1442,1
50.0,1467,1
50.0,1562,1
50.0,1589,1
50.0,1681,1
50.0,1735,1
50.0,1738,2
50.0,1900,1
50.0,1994,1
50.0,2170,1
50.0,2402,1
50.0,2435,1
50.0,2484,1
50.0,2512,1
50.0,2562,4
50.0,2647,1
50.0,2652,1
50.0,2802,1
50.0,2826,2
50.0,2921,1
50.0,2929,2
51.0,0,88
51.0,3,17
51.0,4,2
51.0,6,4
51.0,7,1
51.0,9,2
51.0,10,1
51.0,13,2
51.0,14,3
51.0,15,13
51.0,17,3
51.0,36,4
51.0,41,1
51.0,42,1
51.0,46,5
51.0,49,3
51.0,64,18
51.0,65,1
51.0,86,3
51.0,117,1
51.0,125,12
51.0,156,1
51.0,210,12
51.0,231,3
51.0,239,4
51.0,266,1
51.0,318,2
51.0,352,1
51.0,378,1
51.0,445,2
51.0,524,2
51.0,624,1
51.0,658,2
51.0,666,1
51.0,755,1
51.0,779,1
51.0,827,1
51.0,874,6
51.0,891,2
51.0,905,7
51.0,965,3
51.0,1145,1
51.0,1167,5
51.0,1177,1
51.0,1182,42
51.0,1183,6
51.0,1184,1
51.0,1202,1
51.0,1208,2
51.0,1260,9
51.0,1261,306
51.0,1262,7
51.0,1263,3
51.0,1269,2
51.0,1278,1
51.0,1281,11
51.0,1330,2
51.0,1377,3
51.0,1386,2
51.0,1387,2
51.0,1395,3
51.0,1513,3
51.0,1631,1
51.0,1654,1
51.0,1770,1
51.0,1933,1
51.0,1967,1
51.0,2127,1
51.0,2379,1
51.0,2510,1
51.0,2609,1
51.0,2631,1
51.0,2667,1
51.0,2683,1
51.0,2894,1
52.0,0,14
52.0,1,2
52.0,3,65
52.0,4,20
52.0,6,32
52.0,9,5
52.0,13,22
52.0,14,14
52.0,32,2
52.0,39,2
52.0,48,1
52.0,59,1
52.0,100,1
52.0,105,1
52.0,181,1
52.0,218,1
52.0,240,1
52.0,252,1
52.0,266,2
52.0,297,4
52.0,313,1
52.0,410,1
52.0,438,2
52.0,500,1
52.0,630,1
52.0,1024,1
52.0,1056,16
52.0,1073,1
52.0,1115,4
52.0,1182,2
52.0,1361,1
52.0,1804,1
52.0,1810,2
52.0,1870,1
52.0,1940,2
52.0,2038,1
52.0,2476,1
53.0,0,72
53.0,1,4
53.0,3,50
53.0,4,4
53.0,6,11
53.0,7,1
53.0,8,1
53.0,9,3
53.0,10,1
53.0,13,5
53.0,15,9
53.0,17,7
53.0,23,3
53.0,36,5
53.0,42,2
53.0,46,3
53.0,49,8
53.0,64,1
53.0,83,1
53.0,86,1
53.0,120,1
53.0,125,1
53.0,158,1
53.0,161,1
53.0,200,2
53.0,205,1
53.0,210,9
53.0,259,2
53.0,266,1
53.0,270,1
53.0,276,2
53.0,341,2
53.0,342,1
53.0,379,2
53.0,389,1
53.0,408,1
53.0,445,4
53.0,524,1
53.0,681,1
53.0,709,1
53.0,797,1
53.0,802,1
53.0,824,1
53.0,825,1
53.0,865,1
53.0,874,2
53.0,882,4
53.0,891,1
53.0,905,3
53.0,917,1
53.0,945,1
53.0,965,1
53.0,969,1
53.0,1033,1
53.0,1048,1
53.0,1054,3
53.0,1118,1
53.0,1127,1
53.0,1130,4
53.0,1145,5
53.0,1153,1
53.0,1155,1
53.0,1171,1
53.0,1182,79
53.0,1197,2
53.0,1214,1
53.0,1217,2
53.0,1247,1
53.0,1260,2
53.0,1261,181
53.0,1262,3
53.0,1263,7
53.0,1268,2
53.0,1281,5
53.0,1286,1
53.0,1322,1
53.0,1329,1
53.0,1330,1
53.0,1387,5
53.0,1453,2
53.0,1463,1
53.0,1486,2
53.0,1492,1
53.0,1500,12
53.0,1530,1
53.0,1677,1
53.0,1767,1
53.0,1793,1
53.0,1934,1
53.0,1966,1
53.0,1989,1
53.0,1996,2
53.0,2027,2
53.0,2089,1
53.0,2224,2
53.0,2226,2
53.0,2339,1
53.0,2358,2
53.0,2375,1
53.0,2379,1
53.0,2380,2
53.0,2473,1
53.0,2535,2
53.0,2626,4
53.0,2631,1
53.0,2650,1
53.0,2700,6
53.0,2725,1
53.0,2946,1
54.0,0,44
54.0,1,6
54.0,3,59
54.0,4,13
54.0,6,1
54.0,9,1
54.0,13,15
54.0,14,4
54.0,15,3
54.0,17,8
54.0,23,7
54.0,30,1
54.0,32,3
54.0,36,12
54.0,42,2
54.0,46,2
54.0,48,3
54.0,49,6
54.0,59,9
54.0,61,1
54.0,86,2
54.0,105,5
54.0,167,1
54.0,299,1
54.0,318,2
54.0,378,1
54.0,411,1
54.0,515,1
54.0,517,1
54.0,524,1
54.0,532,3
54.0,658,1
54.0,673,1
54.0,755,1
54.0,821,1
54.0,874,4
54.0,891,2
54.0,894,1
54.0,936,1
54.0,956,1
54.0,965,4
54.0,1003,1
54.0,1124,2
54.0,1182,4
54.0,1224,1
54.0,1257,1
54.0,1260,2
54.0,1261,35
54.0,1381,3
54.0,1419,1
54.0,1539,1
54.0,1706,1
54.0,1751,1
54.0,1768,1
54.0,1772,1
54.0,1791,2
54.0,1884,1
54.0,1938,1
54.0,1992,1
54.0,2142,1
54.0,2178,2
54.0,2291,6
54.0,2530,1
54.0,2531,2
54.0,2732,2
54.0,2747,1
54.0,2881,4
55.0,0,36
55.0,1,1
55.0,3,26
55.0,4,2
55.0,6,4
55.0,7,2
55.0,9,1
55.0,13,21
55.0,14,1
55.0,17,1
55.0,23,2
55.0,32,3
55.0,36,16
55.0,59,5
55.0,63,1
55.0,79,1
55.0,105,3
55.0,121,6
55.0,287,1
55.0,368,1
55.0,417,1
55.0,610,1
55.0,624,1
55.0,663,3
55.0,678,2
55.0,853,1
55.0,874,1
55.0,1261,43
55.0,1281,1
55.0,1322,1
55.0,1330,1
55.0,1669,1
55.0,1781,1
55.0,1993,1
55.0,2327,1
55.0,2656,1
55.0,2696,8
55.0,2701,1
55.0,2864,1
56.0,0,32
56.0,1,16
56.0,3,56
56.0,4,12
56.0,6,11
56.0,9,10
56.0,13,81
56.0,14,11
56.0,17,2
56.0,23,1
56.0,36,9
56.0,49,2
56.0,59,2
56.0,67,1
56.0,105,14
56.0,219,2
56.0,287,1
56.0,290,1
56.0,320,1
56.0,344,1
56.0,442,1
56.0,656,1
56.0,710,1
56.0,874,9
56.0,950,1
56.0,1024,2
56.0,1070,1
56.0,1092,2
56.0,1175,1
56.0,1183,1
56.0,1225,1
56.0,1240,3
56.0,1260,2
56.0,1261,67
56.0,1281,9
56.0,1296,4
56.0,1317,2
56.0,1330,2
56.0,1331,1
56.0,1458,1
56.0,1587,1
56.0,1614,1
56.0,1727,1
56.0,1833,1
56.0,2077,1
56.0,2118,1
56.0,2194,1
56.0,2480,4
56.0,2594,1
57.0,0,25
57.0,1,2
57.0,3,17
57.0,4,3
57.0,5,1
57.0,6,2
57.0,9,1
57.0,13,11
57.0,14,2
57.0,15,9
57.0,17,4
57.0,23,1
57.0,36,9
57.0,39,1
57.0,46,1
57.0,49,7
57.0,59,5
57.0,86,6
57.0,210,3
57.0,316,2
57.0,332,1
57.0,383,1
57.0,404,1
57.0,573,1
57.0,663,1
57.0,710,1
57.0,760,1
57.0,858,2
57.0,874,3
57.0,891,9
57.0,1032,1
57.0,1068,5
57.0,1182,3
57.0,1197,3
57.0,1208,1
57.0,1260,4
57.0,1261,185
57.0,1262,2
57.0,1281,18
57.0,1293,10
57.0,1303,2
57.0,1329,4
57.0,1330,2
57.0,1367,1
57.0,1382,1
57.0,1387,1
57.0,1406,1
57.0,1824,1
57.0,1896,1
57.0,2188,1
57.0,2441,1
57.0,2515,1
57.0,2535,1
57.0,2620,1
57.0,2673,1
58.0,0,78
58.0,1,5
58.0,3,33
58.0,4,2
58.0,6,2
58.0,9,1
58.0,13,5
58.0,15,2
